image_id,split
000383,train
000384,train
000385,train
000386,train
000387,train
000388,val
000389,train
000390,train
000391,train
000392,train
000393,train
000394,val
000395,train
000396,train
000397,train
000398,train
000399,val
000400,train
000401,val
000402,train
000403,val
000404,train
000405,train
000406,train
000407,val
000408,train
000409,val
000410,train
000411,val
000412,train
000413,val
000414,train
000415,val
000416,train
000417,train
000418,train
000419,train
000420,train
000421,train
000422,train
000423,val
000424,val
000425,train
000426,train
000427,train
000428,val
000429,train
000430,train
000431,val
000432,val
000433,train
000434,train
000435,train
000436,train
000437,train
000438,val
000439,train
000440,train
000441,train
000442,train
000443,train
000444,train
000445,train
000446,train
000447,val
000448,train
000449,train
000450,train
000451,train
000452,train
000453,val
000454,train
000455,train
000456,train
000457,train
000458,train
000459,train
000460,train
000461,train
000462,train
000463,train
000464,train
000465,val
000466,train
000467,val
000468,train
000469,train
000470,train
000471,val
000472,train
000473,train
000474,train
000475,train
000476,train
000477,val
000478,train
000479,train
000480,val
000481,train
000482,train
000483,val
000484,train
000485,train
000486,train
000487,val
000488,train
000489,val
000490,train
000491,train
000492,train
000493,train
000494,train
000495,train
000496,train
000497,val
000498,train
000499,train
000500,train
000501,train
000502,val
000503,train
000504,val
000505,val
000506,train
000507,val
000508,train
000509,train
000510,train
000511,train
000512,train
000513,train
000514,train
000515,train
000516,train
000517,train
000518,train
000519,val
000520,train
000521,train
000522,train
000523,train
000524,train
000525,train
000526,train
000527,train
000528,train
000529,train
000530,train
000531,train
000532,train
000533,val
000534,val
000535,val
000536,train
000537,train
000538,val
000539,train
000540,train
000541,train
000542,train
000543,train
000544,train
000545,train
000546,val
000547,train
000548,train
000549,train
000550,train
000551,train
000552,train
000553,train
000554,train
000555,train
000556,train
000557,train
000558,train
000559,train
000560,train
000561,val
000562,train
000563,train
000564,train
000565,train
000566,train
000567,train
000568,train
000569,val
000570,train
000571,train
000572,train
000573,train
000574,val
000575,train
000576,train
000577,val
000578,val
000579,val
000580,train
000581,train
000582,val
000583,train
000584,val
000585,train
000586,train
000587,train
000588,train
000589,train
000590,train
000591,train
000592,train
000593,train
000594,val
000595,val
000596,train
000597,train
000598,train
000599,train
000600,val
000601,train
000602,val
000603,train
000604,train
000605,train
000606,train
000607,train
000608,val
000609,train
000610,train
000611,train
000612,train
000613,train
000614,train
000615,val
000616,val
000617,train
000618,train
000619,train
000620,train
000621,train
000622,val
000623,train
000624,train
000625,train
000626,train
000627,train
000628,train
000629,val
000630,train
000631,train
000632,train
000633,train
000634,train
000635,train
000636,train
000637,train
000638,train
000639,train
000640,train
000641,train
000642,train
000643,val
000644,train
000645,train
000646,val
000647,train
000648,train
000649,train
000650,train
000651,train
000652,train
000653,train
000654,train
000655,train
000656,train
000657,train
000658,train
000659,train
000660,train
000661,train
000662,train
000663,train
000664,train
000665,train
000666,train
000667,train
000668,train
000669,val
000670,train
000671,train
000672,train
000673,train
000674,val
000675,train
000676,train
000677,train
000678,train
000679,train
000680,train
000681,train
000682,train
000683,train
000684,train
000685,train
000686,val
000687,train
000688,train
000689,train
000690,val
000691,val
000692,train
000693,train
000694,train
000695,train
000696,train
000697,train
000698,train
000699,train
000700,val
000701,train
000702,train
000703,val
000704,train
000705,train
000706,train
000707,train
000708,train
000709,val
000710,train
000711,val
000712,val
000713,train
000714,val
000715,val
000716,train
000717,val
000718,train
000719,train
000720,train
000721,train
000722,train
000723,train
000724,val
000725,train
000726,train
000727,train
000728,train
000729,train
000730,val
000731,val
000732,train
000733,train
000734,train
000735,train
000736,train
000737,train
000738,val
000739,train
000740,train
000741,train
000742,train
000743,train
000744,val
000745,train
000746,train
000747,val
000748,train
000749,train
000750,train
000751,train
000752,train
000753,train
000754,val
000755,train
000756,train
000757,train
000758,train
000759,train
000760,train
000761,train
000762,train
000763,val
000764,train
000765,train
000766,val
000767,train
000768,train
000769,train
000770,train
000771,train
000772,val
000773,train
000774,val
000775,val
000776,train
000777,train
000778,train
000779,train
000780,train
000781,train
000782,train
000783,val
000784,train
000785,train
000786,train
000787,val
000788,train
000789,train
000790,train
000791,train
000792,train
000793,val
000794,train
000795,train
000796,train
000797,train
000798,val
000799,train
000800,val
000801,val
000802,train
000803,train
000804,train
000805,val
000806,val
000807,val
000808,train
000809,train
000810,train
000811,train
000812,val
000813,train
000814,train
000815,train
000816,train
000817,train
000818,train
000819,val
000820,val
000821,train
000822,val
000823,train
000824,train
000825,train
000826,train
000827,val
000828,train
000829,train
000830,train
000831,val
000832,val
000833,train
000834,train
000835,train
000836,train
000837,train
000838,val
000839,train
000840,train
000841,val
000842,train
000843,train
000844,train
000845,train
000846,val
000847,train
000848,train
000849,train
000850,train
000851,train
000852,train
000853,train
000854,val
000855,train
000856,train
000857,val
000858,train
000859,train
000860,train
000861,train
000862,val
000863,train
000864,val
000865,train
000866,val
000867,train
000868,train
000869,train
000870,train
000871,train
000872,train
000873,train
000874,train
000875,train
000876,train
000877,train
000878,train
000879,train
000880,train
000881,train
000882,train
000883,train
000884,val
000885,train
000886,val
000887,val
000888,val
000889,train
000890,train
000891,val
000892,train
000893,train
000894,train
000895,train
000896,train
000897,train
000898,train
000899,train
000900,train
000901,train
000902,train
000903,train
000904,train
000905,train
000906,train
000907,train
000908,train
000909,train
000910,val
000911,train
000912,train
000913,train
000914,train
000915,train
000916,val
000917,val
000918,train
000919,train
000920,train
000921,train
000922,train
000923,train
000924,train
000925,train
000926,train
000927,train
000928,val
000929,train
000930,train
000931,train
000932,train
000933,train
000934,train
000935,train
000936,train
000937,train
000938,train
000939,train
000940,train
000941,train
000942,train
000943,train
000944,train
000945,train
000946,train
000947,train
000948,train
000949,val
000950,val
000951,train
000952,train
000953,train
000954,train
000955,train
000956,train
000957,val
000958,val
000959,train
000960,train
000961,train
000962,train
000963,train
000964,train
000965,train
000966,train
000967,train
000968,train
000969,train
000970,train
000971,train
000972,train
000973,val
000974,val
000975,train
000976,train
000977,train
000978,train
000979,train
000980,train
000981,train
000982,val
000983,val
000984,train
000985,val
000986,train
000987,train
000988,train
000989,train
000990,train
000991,train
000992,train
000993,train
000994,val
000995,train
000996,train
000997,train
000998,train
000999,train
001000,train
001001,train
001002,train
001003,train
001004,train
001005,train
001006,train
001007,train
001008,train
001009,train
001010,val
001011,train
001012,train
001013,train
001014,train
001015,train
001016,train
001017,train
001018,train
001019,train
001020,train
001021,train
001022,val
001023,train
001024,train
001025,train
001026,val
001027,train
001028,train
001029,train
001030,train
001031,train
001032,train
001033,train
001034,train
001035,val
001036,train
001037,val
001038,train
001039,train
001040,train
001041,train
001042,train
001043,train
001044,train
001045,train
001046,train
001047,val
001048,train
001049,train
001050,train
001051,val
001052,train
001053,val
001054,train
001055,val
001056,val
001057,val
001058,train
001059,train
001060,val
001061,train
001062,train
001063,train
001064,train
001065,val
001066,train
001067,val
001068,train
001069,train
001070,train
001071,train
001072,train
001073,train
001074,train
001075,train
001076,train
001077,train
001078,train
001079,train
001080,train
001081,train
001082,train
001083,train
001084,train
001085,train
001086,train
001087,train
001088,train
001089,train
001090,train
001091,train
001092,val
001093,train
001094,train
001095,train
001096,train
001097,train
001098,train
001099,train
001100,val
001101,train
001102,val
001103,train
001104,train
001105,train
001106,train
001107,train
001108,train
001109,train
001110,train
001111,val
001112,train
001113,train
001114,train
001115,train
001116,train
001117,val
001118,train
001119,train
001120,train
001121,train
001122,val
001123,train
001124,train
001125,train
001126,val
001127,train
001128,train
001129,train
001130,train
001131,train
001132,train
001133,val
001134,train
001135,train
001136,train
001137,val
001138,train
001139,train
001140,train
001141,train
001142,train
001143,train
001144,train
001145,train
001146,train
001147,val
001148,val
001149,train
001150,train
001151,train
001152,val
001153,train
001154,train
001155,train
001156,val
001157,train
001158,train
001159,train
001160,train
001161,train
001162,train
001163,train
001164,val
001165,train
001166,train
001167,val
001168,train
001169,train
001170,train
001171,train
001172,train
001173,val
001174,train
001175,val
001176,train
001177,train
001178,train
001179,train
001180,train
001181,train
001182,train
001183,train
001184,train
001185,train
001186,train
001187,train
001188,train
001189,val
001190,val
001191,train
001192,train
001193,train
001194,train
001195,train
001196,val
001197,train
001198,train
001199,train
001200,train
001201,train
001202,train
001203,train
001204,train
001205,val
001206,train
001207,val
001208,train
001209,train
001210,train
001211,train
001212,train
001213,train
001214,train
001215,val
001216,train
001217,train
001218,val
001219,train
001220,train
001221,train
001222,train
001223,train
001224,train
001225,train
001226,train
001227,train
001228,train
001229,train
001230,train
001231,train
001232,val
001233,train
001234,train
001235,val
001236,train
001237,train
001238,val
001239,val
001240,train
001241,val
001242,train
001243,val
001244,train
001245,train
001246,train
001247,train
001248,train
001249,train
001250,train
001251,train
001252,train
001253,train
001254,train
001255,train
001256,val
001257,val
001258,train
001259,train
001260,train
001261,train
001262,train
001263,train
001264,val
001265,train
001266,train
001267,train
001268,train
001269,train
001270,train
001271,train
001272,train
001273,train
001274,val
001275,train
001276,train
001277,train
001278,train
001279,train
001280,train
001281,train
001282,train
001283,train
001284,train
001285,train
001286,train
001287,train
001288,train
001289,train
001290,train
001291,train
001292,train
001293,train
001294,train
001295,train
001296,train
001297,val
001298,train
001299,train
001300,train
001301,train
001302,train
001303,train
001304,train
001305,val
001306,val
001307,train
001308,train
001309,train
001310,train
001311,val
001312,val
001313,val
001314,val
001315,train
001316,train
001317,val
001318,val
001319,train
001320,train
001321,train
001322,train
001323,train
001324,train
001325,train
001326,train
001327,train
001328,train
001329,train
001330,train
001331,train
001332,train
001333,train
001334,val
001335,train
001336,train
001337,train
001338,train
001339,train
001340,val
001341,train
001342,train
001343,train
001344,val
001345,train
001346,val
001347,train
001348,val
001349,train
001350,train
001351,train
001352,train
001353,train
001354,train
001355,train
001356,train
001357,train
001358,train
001359,val
001360,train
001361,train
001362,train
001363,val
001364,train
001365,val
001366,train
001367,train
001368,val
001369,train
001370,val
001371,train
001372,train
001373,train
001374,train
001375,train
001376,train
001377,train
001378,train
001379,train
001380,val
001381,train
001382,train
001383,train
001384,val
001385,train
001386,train
001387,train
001388,train
001389,train
001390,train
001391,val
001392,train
001393,val
001394,train
001395,train
001396,train
001397,train
001398,train
001399,val
001400,train
001401,train
001402,train
001403,train
001404,train
001405,train
001406,train
001407,train
001408,train
001409,train
001410,train
001411,train
001412,train
001413,val
001414,train
001415,train
001416,train
001417,train
001418,train
001419,train
001420,train
001421,train
001422,train
001423,train
001424,train
001425,train
001426,train
001427,train
001428,train
001429,train
001430,train
001431,train
001432,val
001433,train
001434,train
001435,val
001436,val
001437,train
001438,train
001439,train
001440,train
001441,train
001442,train
001443,train
001444,train
001445,train
001446,train
001447,val
001448,train
001449,train
001450,train
001451,train
001452,train
001453,train
001454,train
001455,train
001456,train
001457,val
001458,train
001459,train
001460,val
001461,train
001462,val
001463,val
001464,train
001465,train
001466,train
001467,train
001468,train
001469,train
001470,val
001471,train
001472,train
001473,val
001474,train
001475,train
001476,train
001477,train
001478,train
001479,train
001480,train
001481,train
001482,train
001483,train
001484,train
001485,val
001486,train
001487,train
001488,val
001489,val
001490,train
001491,train
001492,train
001493,train
001494,train
001495,train
001496,train
001497,train
001498,train
001499,train
001500,val
001501,train
001502,train
001503,train
001504,val
001505,train
001506,train
001507,val
001508,train
001509,val
001510,train
001511,train
001512,train
001513,train
001514,train
001515,train
001516,train
001517,train
001518,train
001519,val
001520,val
001521,train
001522,train
001523,train
001524,train
001525,train
001526,train
001527,val
001528,train
001529,train
001530,train
001531,train
001532,train
001533,train
001534,train
001535,val
001536,train
001537,train
001538,train
001539,train
001540,val
001541,train
001542,train
001543,train
001544,train
001545,train
001546,train
001547,train
001548,train
001549,train
001550,train
001551,train
001552,train
001553,train
001554,train
001555,train
001556,train
001557,train
001558,train
001559,train
001560,val
001561,train
001562,val
001563,train
001564,train
001565,val
001566,train
001567,train
001568,val
001569,train
001570,train
001571,train
001572,train
001573,train
001574,val
001575,train
001576,train
001577,train
001578,train
001579,train
001580,train
001581,val
001582,val
001583,train
001584,train
001585,train
001586,train
001587,train
001588,train
001589,train
001590,train
001591,train
001592,train
001593,train
001594,train
001595,train
001596,train
001597,train
001598,train
001599,train
001600,train
001601,train
001602,train
001603,val
001604,val
001605,val
001606,train
001607,train
001608,train
001609,train
001610,train
001611,train
001612,val
001613,val
001614,train
001615,train
001616,val
001617,val
001618,train
001619,val
001620,train
001621,train
001622,train
001623,val
001624,train
001625,train
001626,val
001627,train
001628,val
001629,train
001630,train
001631,train
001632,val
001633,train
001634,train
001635,train
001636,train
001637,train
001638,train
001639,train
001640,train
001641,train
001642,train
001643,train
001644,train
001645,train
001646,train
001647,train
001648,val
001649,train
001650,train
001651,val
001652,train
001653,val
001654,train
001655,train
001656,train
001657,train
001658,train
001659,val
001660,val
001661,train
001662,train
001663,val
001664,train
001665,train
001666,train
001667,train
001668,train
001669,train
001670,train
001671,train
001672,train
001673,train
001674,val
001675,train
001676,train
001677,train
001678,val
001679,val
001680,train
001681,train
001682,val
001683,train
001684,train
001685,train
001686,train
001687,train
001688,val
001689,train
001690,train
001691,train
001692,train
001693,train
001694,val
001695,train
001696,val
001697,train
001698,train
001699,val
001700,train
001701,val
001702,train
001703,val
001704,train
001705,val
001706,train
001707,val
001708,val
001709,val
001710,train
001711,train
001712,train
001713,train
001714,train
001715,train
001716,train
001717,train
001718,train
001719,train
001720,train
001721,train
001722,val
001723,train
001724,train
001725,train
001726,train
001727,train
001728,val
001729,train
001730,train
001731,val
001732,train
001733,train
001734,train
001735,train
001736,train
001737,train
001738,train
001739,val
001740,train
001741,train
001742,train
001743,train
001744,train
001745,train
001746,train
001747,train
001748,train
001749,train
001750,train
001751,val
001752,train
001753,val
001754,val
001755,train
001756,train
001757,train
001758,train
001759,train
001760,val
001761,train
001762,train
001763,train
001764,train
001765,train
001766,train
001767,train
001768,train
001769,train
001770,train
001771,train
001772,train
001773,train
001774,train
001775,train
001776,train
001777,train
001778,train
001779,train
001780,train
001781,train
001782,train
001783,val
001784,train
001785,val
001786,train
001787,train
001788,train
001789,train
001790,train
001791,val
001792,train
001793,train
001794,train
001795,train
001796,train
001797,val
001798,val
001799,train
001800,train
001801,train
001802,train
001803,train
001804,train
001805,val
001806,train
001807,val
001808,train
001809,train
001810,train
001811,train
001812,train
001813,train
001814,val
001815,train
001816,train
001817,val
001818,train
001819,train
001820,train
001821,val
001822,train
001823,train
001824,train
001825,train
001826,train
001827,train
001828,train
001829,train
001830,val
001831,train
001832,train
001833,train
001834,val
001835,train
001836,train
001837,train
001838,train
001839,train
001840,train
001841,val
001842,train
001843,train
001844,train
001845,train
001846,val
001847,train
001848,train
001849,train
001850,train
001851,train
001852,train
001853,val
001854,val
001855,train
001856,train
001857,val
001858,train
001859,train
001860,train
001861,train
001862,train
001863,train
001864,train
001865,val
001866,train
001867,train
001868,train
001869,train
001870,train
001871,train
001872,train
001873,train
001874,train
001875,val
001876,train
001877,train
001878,train
001879,train
001880,train
001881,train
001882,train
001883,val
001884,train
001885,train
001886,train
001887,val
001888,train
001889,train
001890,val
001891,train
001892,train
001893,train
001894,train
001895,train
001896,val
001897,train
001898,train
001899,train
001900,train
001901,train
001902,train
001903,train
001904,train
001905,train
001906,val
001907,train
001908,train
001909,train
001910,train
001911,train
001912,train
001913,train
001914,train
001915,train
001916,val
001917,train
001918,train
001919,train
001920,val
001921,train
001922,train
001923,train
001924,train
001925,train
001926,train
001927,train
001928,train
001929,train
001930,val
001931,train
001932,train
001933,train
001934,train
001935,train
001936,val
001937,train
001938,train
001939,train
001940,train
001941,train
001942,train
001943,train
001944,train
001945,train
001946,val
001947,train
001948,train
001949,train
001950,train
001951,train
001952,train
001953,train
001954,train
001955,train
001956,train
001957,train
001958,train
001959,train
001960,train
001961,train
001962,train
001963,train
001964,train
001965,train
001966,val
001967,train
001968,train
001969,train
001970,train
001971,train
001972,train
001973,train
001974,train
001975,val
001976,train
001977,val
001978,train
001979,train
001980,train
001981,train
001982,val
001983,val
001984,train
001985,train
001986,val
001987,train
001988,val
001989,train
001990,train
001991,train
001992,train
001993,train
001994,train
001995,train
001996,train
001997,train
001998,val
001999,train
002000,train
002001,train
002002,train
002003,val
002004,val
002005,train
002006,val
002007,val
002008,train
002009,train
002010,val
002011,train
002012,val
002013,train
002014,val
002015,val
002016,train
002017,val
002018,val
002019,val
002020,train
002021,train
002022,train
002023,val
002024,train
002025,train
002026,train
002027,train
002028,train
002029,val
002030,train
002031,train
002032,train
002033,train
002034,val
002035,val
002036,train
002037,train
002038,train
002039,train
002040,train
002041,train
002042,train
002043,train
002044,train
002045,train
002046,train
002047,train
002048,train
002049,train
002050,train
002051,train
002052,train
002053,train
002054,train
002055,val
002056,train
002057,train
002058,val
002059,train
002060,train
002061,train
002062,val
002063,train
002064,train
002065,val
002066,train
002067,val
002068,train
002069,train
002070,train
002071,train
002072,val
002073,train
002074,val
002075,train
002076,train
002077,val
002078,train
002079,train
002080,train
002081,train
002082,val
002083,train
002084,train
002085,train
002086,train
002087,train
002088,train
002089,train
002090,train
002091,train
002092,val
002093,train
002094,train
002095,train
002096,val
002097,train
002098,train
002099,train
002100,train
002101,val
002102,train
002103,train
002104,train
002105,train
002106,train
002107,train
002108,train
002109,train
002110,train
002111,train
002112,train
002113,train
002114,train
002115,val
002116,train
002117,train
002118,train
002119,train
002120,train
002121,val
002122,train
002123,val
002124,val
002125,val
002126,train
002127,train
002128,train
002129,train
002130,train
002131,train
002132,train
002133,val
002134,val
002135,train
002136,train
002137,train
002138,train
002139,train
002140,train
002141,val
002142,train
002143,train
002144,train
002145,val
002146,val
002147,val
002148,train
002149,train
002150,train
002151,train
002152,train
002153,train
002154,train
002155,val
002156,train
002157,train
002158,val
002159,train
002160,train
002161,train
002162,train
002163,train
002164,train
002165,train
002166,train
002167,train
002168,train
002169,val
002170,train
002171,train
002172,train
002173,train
002174,train
002175,val
002176,train
002177,train
002178,train
002179,train
002180,train
002181,train
002182,train
002183,train
002184,val
002185,train
002186,train
002187,train
002188,train
002189,val
002190,train
002191,train
002192,train
002193,train
002194,val
002195,train
002196,train
002197,train
002198,train
002199,train
002200,train
002201,val
002202,train
002203,train
002204,train
002205,val
002206,train
002207,train
002208,train
002209,train
002210,train
002211,train
002212,train
002213,train
002214,train
002215,train
002216,train
002217,train
002218,train
002219,train
002220,val
002221,train
002222,val
002223,train
002224,val
002225,train
002226,train
002227,train
002228,train
002229,train
002230,val
002231,train
002232,val
002233,train
002234,train
002235,train
002236,train
002237,train
002238,train
002239,train
002240,val
002241,train
002242,train
002243,train
002244,val
002245,train
002246,train
002247,train
002248,val
002249,val
002250,train
002251,val
002252,train
002253,train
002254,val
002255,train
002256,train
002257,train
002258,train
002259,train
002260,train
002261,train
002262,train
002263,train
002264,train
002265,val
002266,train
002267,train
002268,train
002269,train
002270,val
002271,train
002272,train
002273,val
002274,val
002275,train
002276,train
002277,train
002278,val
002279,train
002280,train
002281,train
002282,train
002283,train
002284,train
002285,train
002286,val
002287,val
002288,train
002289,train
002290,train
002291,train
002292,train
002293,train
002294,train
002295,train
002296,train
002297,train
002298,train
002299,train
002300,train
002301,train
002302,val
002303,val
002304,train
002305,train
002306,val
002307,train
002308,train
002309,val
002310,train
002311,val
002312,train
002313,val
002314,train
002315,train
002316,train
002317,train
002318,train
002319,train
002320,train
002321,val
002322,train
002323,val
002324,train
002325,train
002326,val
002327,train
002328,train
002329,train
002330,val
002331,val
002332,train
002333,val
002334,train
002335,train
002336,val
002337,val
002338,val
002339,train
002340,train
002341,train
002342,train
002343,val
002344,train
002345,train
002346,train
002347,train
002348,train
002349,train
002350,val
002351,train
002352,train
002353,val
002354,train
002355,val
002356,val
002357,train
002358,train
002359,train
002360,train
002361,train
002362,train
002363,train
002364,train
002365,train
002366,train
002367,val
002368,train
002369,train
002370,val
002371,train
002372,train
002373,train
002374,train
002375,train
002376,val
002377,train
002378,train
002379,train
002380,train
002381,train
002382,train
002383,train
002384,train
002385,train
002386,train
002387,train
002388,train
002389,train
002390,train
002391,train
002392,train
002393,train
002394,train
002395,train
002396,train
002397,train
002398,train
002399,train
002400,train
002401,train
002402,val
002403,train
002404,val
002405,train
002406,train
002407,train
002408,train
002409,train
002410,train
002411,train
002412,train
002413,train
002414,train
002415,train
002416,val
002417,train
002418,train
002419,train
002420,train
002421,train
002422,train
002423,train
002424,train
002425,train
002426,train
002427,val
002428,val
002429,train
002430,train
002431,val
002432,train
002433,train
002434,train
002435,train
002436,train
002437,val
002438,train
002439,train
002440,val
002441,train
002442,train
002443,train
002444,train
002445,val
002446,train
002447,val
002448,val
002449,train
002450,val
002451,train
002452,train
002453,val
002454,train
002455,train
002456,train
002457,train
002458,train
002459,train
002460,train
002461,train
002462,train
002463,train
002464,train
002465,val
002466,train
002467,train
002468,train
002469,train
002470,train
002471,val
002472,train
002473,train
002474,train
002475,train
002476,train
002477,val
002478,val
002479,train
002480,train
002481,train
002482,train
002483,train
002484,train
002485,train
002486,train
002487,val
002488,train
002489,train
002490,train
002491,val
002492,train
002493,train
002494,train
002495,train
002496,train
002497,val
002498,train
002499,val
002500,val
002501,train
002502,val
002503,train
002504,train
002505,val
002506,train
002507,train
002508,train
002509,train
002510,train
002511,train
002512,train
002513,train
002514,train
002515,train
002516,train
002517,train
002518,val
002519,train
002520,train
002521,train
002522,train
002523,train
002524,val
002525,train
002526,val
002527,train
002528,val
002529,train
002530,train
002531,train
002532,train
002533,train
002534,train
002535,train
002536,train
002537,train
002538,train
002539,val
002540,val
002541,train
002542,val
002543,train
002544,train
002545,val
002546,train
002547,train
002548,val
002549,val
002550,train
002551,train
002552,train
002553,train
002554,train
002555,val
002556,val
002557,train
002558,train
002559,train
002560,train
002561,train
002562,train
002563,train
002564,train
002565,train
002566,val
002567,train
002568,val
002569,train
002570,val
002571,train
002572,val
002573,train
002574,val
002575,train
002576,train
002577,val
002578,train
002579,train
002580,val
002581,val
002582,train
002583,train
002584,train
002585,train
002586,train
002587,train
002588,train
002589,train
002590,train
002591,val
002592,val
002593,train
002594,train
002595,val
002596,train
002597,val
002598,train
002599,train
002600,train
002601,train
002602,train
002603,val
002604,train
002605,train
002606,val
002607,train
002608,train
002609,train
002610,train
002611,train
002612,train
002613,train
002614,train
002615,val
002616,train
002617,train
002618,val
002619,train
002620,train
002621,train
002622,val
002623,val
002624,train
002625,train
002626,train
002627,train
002628,train
002629,val
002630,val
002631,train
002632,train
002633,train
002634,train
002635,train
002636,val
002637,train
002638,train
002639,train
002640,val
002641,train
002642,train
002643,train
002644,train
002645,val
002646,train
002647,val
002648,train
002649,train
002650,train
002651,train
002652,train
002653,train
002654,val
002655,train
002656,train
002657,train
002658,val
002659,val
002660,train
002661,train
002662,train
002663,train
002664,val
002665,train
002666,train
002667,train
002668,train
002669,train
002670,val
002671,train
002672,train
002673,train
002674,train
002675,train
002676,train
002677,val
002678,train
002679,train
002680,train
002681,val
002682,train
002683,train
002684,train
002685,val
002686,train
002687,train
002688,train
002689,train
002690,train
002691,train
002692,train
002693,train
002694,train
002695,train
002696,val
002697,train
002698,val
002699,train
002700,train
